web-scraper-order,web-scraper-start-url,numero,titulo,ano,estrelas,resumo,votos,link,link-href,nota,total,votos_avaliacao,foto-src,generos
"1662748490-57","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","241.","Lista Negra","(2013– )","9,3","Tom goes missing and Liz desperately retraces his steps to find him; Red's hunt for the suitcase of bones leads to lives being changed forever.","null","Lista Negra","https://www.imdb.com/title/tt2741602/?ref_=kw_li_tt","8,0","/10","245 mil","https://m.media-amazon.com/images/M/MV5BNDFkZDI5ZGUtYTdkOC00YTFiLWJjNjMtNTQ3ZjIxMTY2ZjMyXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_QL75_UX190_CR0,0,190,281_.jpg","Crime, Drama, Mystery"
"1662748494-58","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","240.","It's Okay to Be Smart","(2012– )","null","Biologists' understanding of how animals produce patters in there fur began with Alan Turing. He developed mathematical equations that combined the concepts of diffusion and reaction, ...                See full summary »","null","It's Okay to Be Smart","https://www.imdb.com/title/tt8509256/?ref_=kw_li_tt","8,2","/10","30","https://m.media-amazon.com/images/M/MV5BMjFhM2JjZWMtYjdjZS00NjllLTlhNDgtM2FjZjM3YmY5N2E2XkEyXkFqcGdeQXVyMjIxMzAwNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg","Family"
"1662748500-59","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","238.","NCIS: Los Angeles","(2009– )","8,4","The NCIS team joins Hetty's old friends from the Vietnam War in an off-the-books rescue mission to save her from her captors.","null","NCIS: Los Angeles","https://www.imdb.com/title/tt1378167/?ref_=kw_li_tt","6,7","/10","54 mil","https://m.media-amazon.com/images/M/MV5BMGQzNGIzNmEtNWE3ZS00OTUyLTg3YTEtMDY3NDViZWE0YWY1XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX190_CR0,2,190,281_.jpg","Action, Crime, Drama"
"1662748505-60","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","234.","Sky World News","(1989– )","null","Add a Plot","null","Sky World News","https://www.imdb.com/title/tt1461349/?ref_=kw_li_tt","3,9","/10","100","https://m.media-amazon.com/images/M/MV5BMzE3ZDkzZjYtOGEwYy00M2ZhLWFkZjktMGY5M2U5YmI1MDNkXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR46,0,190,281_.jpg","News"
"1662748508-61","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","232.","North West Today","(1984– )","null","Add a Plot","null","North West Today","https://www.imdb.com/title/tt6117676/?ref_=kw_li_tt","","","","https://m.media-amazon.com/images/M/MV5BNGVjMDJlN2ItMGE3Ni00MTZhLWEwYjktYmI4MTVjMmFiYjgyXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR155,0,190,281_.jpg","Short, News"
"1662748513-62","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","228.","Question Time","(1979– )","null","Fiona Bruce hosts a lively political debate from Nottingham. Questions include climate change, the launch of two new British political parties and the state visit to Britain of President Trump.","null","Question Time","https://www.imdb.com/title/tt0267212/?ref_=kw_li_tt","6,5","/10","388","https://m.media-amazon.com/images/M/MV5BMjMxMzgzODA4N15BMl5BanBnXkFtZTgwNzQzNjQ2MDE@._V1_QL75_UY281_CR7,0,190,281_.jpg","News, Talk-Show"
"1662748516-63","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","227.","Sky News Today","(2001– )","null","Add a Plot","null","Sky News Today","https://www.imdb.com/title/tt2183739/?ref_=kw_li_tt","4,0","/10","45","https://m.media-amazon.com/images/M/MV5BYjIyOTA3YTYtNGZiMS00MTk4LThjYjEtNTgzNmRlYzMwNGYyXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR4,0,190,281_.jpg","News"
"1662748521-64","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","219.","Countdown","(1982– )","null","Add a Plot","null","Countdown","https://www.imdb.com/title/tt0138228/?ref_=kw_li_tt","6,2","/10","1,4 mil","https://m.media-amazon.com/images/M/MV5BMGZiMTdmMTUtZDUxMi00NjE1LThmNGItYmVjMzNiNTJkNmRjXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR48,0,190,281_.jpg","Game-Show"
"1662748525-65","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","216.","Victoria Derbyshire","(2015–2020)","null","Victoria speaks to commentators about Harry and Meghan's decision to step back from royal life. Plus, Justin Bieber's revelation that he has Lyme Disease and is Barry Gardiner to stand for Labour leader?","null","Victoria Derbyshire","https://www.imdb.com/title/tt4956964/?ref_=kw_li_tt","2,6","/10","68","https://m.media-amazon.com/images/M/MV5BZmM5MWI0MzQtNTVhYy00NmJkLWE2MmMtY2JkYWIxODEwNmVjXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR46,0,190,281_.jpg","News"
"1662748528-66","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","215.","Newscast","(2019– )","null","Laura Kuenssberg and Chris Mason are joined by Miatta Fahnbulleh from the New Economics Foundation and former chair of the UK's Council of Economic Advisers Rupert Harrison to discuss the Chancellor's Spring Statement.","null","Newscast","https://www.imdb.com/title/tt10952354/?ref_=kw_li_tt","6,1","/10","31","https://m.media-amazon.com/images/M/MV5BMTM3ZWE3NGMtYWFhYy00NDZkLWI0ZjItMjZjODBhZTYxM2JkXkEyXkFqcGdeQXVyMTA5NzIwMDQ5._V1_QL75_UY281_CR155,0,190,281_.jpg","Talk-Show"
"1662748532-67","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","211.","Have I Got News for You","(1990– )","7,0","David Tennant hosts this edition of the show. Ian Hislop is joined by comedian Zoe Lyons while Paul Merton is partnered by former soldier turned politician Johnny Mercer.","null","Have I Got News for You","https://www.imdb.com/title/tt0098820/?ref_=kw_li_tt","7,9","/10","5,1 mil","https://m.media-amazon.com/images/M/MV5BMTM4MjJmYmQtYjc2Zi00Zjc5LTljODAtMDUxNTBjZGM4N2QxXkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_QL75_UY281_CR11,0,190,281_.jpg","Comedy, Game-Show, News"
"1662748536-68","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","204.","Ambulance","(2016– )","8,8","Advanced paramedic Luke puts his specialist training to use when he is dispatched to a life-threatening motorcycle accident.","null","Ambulance","https://www.imdb.com/title/tt6079604/?ref_=kw_li_tt","8,5","/10","374","https://m.media-amazon.com/images/M/MV5BZmVmY2ZjMjAtM2Q1YS00OWUxLWE1OGUtMWJiYjcwZTI1Yjc5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTg2NzkzNjk@._V1_QL75_UY281_CR9,0,190,281_.jpg","Documentary"
"1662748540-69","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=5&sort=moviemeter,asc","201.","Jeremy Vine","(2018– )","null","Jeremy asks - Should Cressida Dick have resigned? Is the Government ignoring the scientists on Covid? Should you give your child a Valentine's present? Storm asks - Should self-isolation stay? Is it wrong to drink at home?","null","Jeremy Vine","https://www.imdb.com/title/tt8925242/?ref_=kw_li_tt","4,1","/10","107","https://m.media-amazon.com/images/M/MV5BZmQzYWFlOGEtZjU3OC00NzYyLTg5NWEtYjEzZjAzMWMwYzkwXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR46,0,190,281_.jpg","News, Reality-TV, Talk-Show"
"1662748549-70","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","186.","Inside the Tower of London","(2018–2021)","null","The Tower is bringing out the big guns to celebrate the anniversary of the Queen's coronation in 1953. Two new baby ravens, Edgar and Branwen, join the Tower's resident colony.","null","Inside the Tower of London","https://www.imdb.com/title/tt9190074/?ref_=kw_li_tt","8,3","/10","86","https://m.media-amazon.com/images/M/MV5BOGYyMjQyMTItMmUyNy00ODI2LTkzOGEtODcwZDRmNzNlNWI0XkEyXkFqcGdeQXVyMzA3NzYzNjE@._V1_QL75_UY281_CR155,0,190,281_.jpg","Documentary"
"1662748553-71","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","184.","The Mash Report","(2017–2020)","5,1","Nish sums up Donald Trump's recent activities. Rachel Parris offers advice to Meghan Markle. Geoff Norcott presents some easy ways to tackle climate change. Ahir Shah looks at the final season of 'The UK'.","null","The Mash Report","https://www.imdb.com/title/tt7937086/?ref_=kw_li_tt","6,0","/10","587","https://m.media-amazon.com/images/M/MV5BN2RlYTU5N2YtZTVlYS00MDk5LTkxYzktMWRmYWZiZTBiYzU5XkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_QL75_UX190_CR0,2,190,281_.jpg","Comedy, News, Talk-Show"
"1662748557-72","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","182.","Parkinson","(1971–2007)","null","Add a Plot","null","Parkinson","https://www.imdb.com/title/tt0168358/?ref_=kw_li_tt","7,3","/10","761","https://m.media-amazon.com/images/M/MV5BYWZhMmMyMmQtZDJhYS00M2FiLTk3YWEtN2QwYzY0MGIxZjdhXkEyXkFqcGdeQXVyMTY2MzYyNzA@._V1_QL75_UY281_CR155,0,190,281_.jpg","Comedy, Music, Talk-Show"
"1662748560-73","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","169.","Peston on Sunday","(2016– )","null","Robert questions Shadow Foreign Secretary Emily Thornberry on party policies, Piers Morgan about Donald Trump and invites the head of the Royal College of GPs to respond to the PM's criticism.","null","Peston on Sunday","https://www.imdb.com/title/tt5690224/?ref_=kw_li_tt","3,5","/10","33","https://m.media-amazon.com/images/M/MV5BNmRlZDRjMzEtNmMyNy00MzM0LTljY2EtOTlkYjY4ZTVkZjI4XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR93,0,190,281_.jpg","News, Talk-Show"
"1662748564-74","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","168.","Secrets of the Royal Palaces","(2021– )","null","Buckingham Palace is known throughout the world as the headquarters of the royal family, and is one of our most recognisable palaces.","null","Secrets of the Royal Palaces","https://www.imdb.com/title/tt14143506/?ref_=kw_li_tt","8,1","/10","14","null","Documentary, History"
"1662748568-75","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","165.","Politics Live","(2018– )","null","Jo Coburn discusses with her guests the latest developments regarding Brexit. Plus, are rent controls a good idea? What is identity politics? Toxic masculinity and veganism.","null","Politics Live","https://www.imdb.com/title/tt8925028/?ref_=kw_li_tt","4,7","/10","35","https://m.media-amazon.com/images/M/MV5BNWQxMTcyNjktZWViZS00N2E5LTg2YzktMDFjNmFmMzU3YmEwXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR3,0,190,281_.jpg","News, Talk-Show"
"1662748571-76","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","159.","The Question Jury","(2016– )","null","Add a Plot","null","The Question Jury","https://www.imdb.com/title/tt7218748/?ref_=kw_li_tt","","","","https://m.media-amazon.com/images/M/MV5BYTMxMzVjOGEtN2JiNi00MTAzLTg0NWItMjg4ZGZjODkwN2QxXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_QL75_UY281_CR155,0,190,281_.jpg","Game-Show, Reality-TV"
"1662748575-77","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","157.","Mock the Week","(2005–2022)","6,6","Angela Barnes, Ed Byrne, Rhys James, Nish Kumar and Ellie Taylor join Dara O Briain and Hugh Dennis for this edition of the show.","null","Mock the Week","https://www.imdb.com/title/tt0463827/?ref_=kw_li_tt","7,8","/10","8,2 mil","https://m.media-amazon.com/images/M/MV5BYmJkN2I2NDQtZjkxYi00N2EyLTkxMzYtOGE0NTEwMTI3MTI1XkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_QL75_UY281_CR4,0,190,281_.jpg","Comedy, Game-Show"
"1662748579-78","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","156.","8 Out of 10 Cats Does Countdown","(2012– )","7,4","Sean Lock and Victoria Coren Mitchell vs Jon Richardson and James Acaster. Susie Dent and Morgana Robinson (undercover as ""Natalie Cassidy"") are in Dictionary Corner, Rachel Riley is at the board and Jimmy Carr hosts.","null","8 Out of 10 Cats Does Countdown","https://www.imdb.com/title/tt2345459/?ref_=kw_li_tt","8,2","/10","5,9 mil","https://m.media-amazon.com/images/M/MV5BYTEyYTUzZDYtNDgwMS00MmNiLTliMTUtNDg3NDRiOGFlNDhkXkEyXkFqcGdeQXVyMDE4MzA0NQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg","Comedy, Game-Show"
"1662748583-79","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","155.","Big Brother","(2000– )","null","Add a Plot","null","Big Brother","https://www.imdb.com/title/tt0257295/?ref_=kw_li_tt","4,1","/10","2,8 mil","https://m.media-amazon.com/images/M/MV5BMmE2YmM4YjUtNjNjOC00NTY0LTk3ZjktMjM0ZTM5NzgwYTQ4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR5,0,190,281_.jpg","Game-Show, Reality-TV"
"1662748587-80","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","154.","Go for It","(2016)","null","In the final episode of the first series, contestants test their knowledge of Harry Potter spells, skill with an ice hockey stick, drumming ability and sheep identification.","null","Go for It","https://www.imdb.com/title/tt5993092/?ref_=kw_li_tt","4,9","/10","10","https://m.media-amazon.com/images/M/MV5BYWIxMTViNjctNGIxZi00YzNjLWFjYmItMGQwMDcwZDFjZjhmL2ltYWdlXkEyXkFqcGdeQXVyMTA3OTQ3NQ@@._V1_QL75_UY281_CR115,0,190,281_.jpg","Game-Show"
"1662748590-81","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","153.","Take the Tower","(2018– )","null","Alan and his three friends, who met working at an outdoor clothing and equipment retailer, take on Dolph's challenges. They have a rocky start, but as the saying goes - no pain, no gain.","null","Take the Tower","https://www.imdb.com/title/tt8888522/?ref_=kw_li_tt","6,1","/10","46","https://m.media-amazon.com/images/M/MV5BZTg2YzAwYmMtMjkzOS00NGRiLTljZTMtNGMxMGU3NGM1ZjYwXkEyXkFqcGdeQXVyMDI4NjM1MQ@@._V1_QL75_UY281_CR93,0,190,281_.jpg","Game-Show"
"1662748594-82","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","152.","Head Hunters","(2019– )","null","Subjects challenging today's contenders include American literature, astronomy, the royal family, sports champions and twins. Each contender will have to decide whether to bid for the help of members of the talent pool or go it alone.","null","Head Hunters","https://www.imdb.com/title/tt10256170/?ref_=kw_li_tt","8,1","/10","33","https://m.media-amazon.com/images/M/MV5BMmYyYmE0MjMtZTYwZi00MzVlLWExZmUtZGU3OGUyZTg1MjEwXkEyXkFqcGdeQXVyMzEzMDM1ODA@._V1_QL75_UY281_CR155,0,190,281_.jpg","Game-Show"
"1662748597-83","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=4&sort=moviemeter,asc","151.","There's Something About Movies","(2019– )","8,2","The host, comedian Alan Carr, welcomes team captains, comedian Micky Flanagan and actor Michael Sheen, and panelists, comedian Guz Khan and Hollywood star Alice Eve, and comedian Tom Davis and actor Rafe Spall.","null","There's Something About Movies","https://www.imdb.com/title/tt10276322/?ref_=kw_li_tt","7,4","/10","203","https://m.media-amazon.com/images/M/MV5BYmZjNDNmZTctOWFjNC00ZGM0LWJkMmEtOTZlOTM2YWQ0MGVkXkEyXkFqcGdeQXVyNTgzMTg5Ng@@._V1_QL75_UY281_CR185,0,190,281_.jpg","Comedy, Game-Show"
"1662748606-84","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=3&sort=moviemeter,asc","149.","Tracey Ullman's Show","(2016–2018)","7,1","It's the turn of the Middleton's to babysit Prince George, Dame Judi Dench keys someone's car, American tourists Jacki and Hal are still admiring the worst bits of Britain and Maggie Smith makes a bid for an action movie franchise.","null","Tracey Ullman's Show","https://www.imdb.com/title/tt5337038/?ref_=kw_li_tt","7,2","/10","655","https://m.media-amazon.com/images/M/MV5BMzc3ZTdhYzEtYzFmYi00MGUyLWFmZDMtNzZmZWNkMDFlOGU3XkEyXkFqcGdeQXVyNTcxNzI4NQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg","Comedy"
"1662748610-85","https://www.imdb.com/search/keyword/?keywords=reference-to-queen-elizabeth-ii&ref_=kw_nxt&mode=detail&page=3&sort=moviemeter,asc","148.","Flat Earth & Other Hot Potatoes","(2015– )","null","Add a Plot","null","Flat Earth & Other Hot Potatoes","https://www.imdb.com/title/tt5024880/?ref_=kw_li_tt","2,5","/10","70","https://m.media-amazon.com/images/M/MV5BZDNkZmJiZTQtY2NkYi00OGJjLWIyODgtMGI0NGUxNTY0NDJjXkEyXkFqcGdeQXVyOTY1NTUxNA@@._V1_QL75_UY281_CR155,0,190,281_.jpg","Talk-Show"
